@relation train_set

@attribute text string
@attribute sentiment {negative,neutral,positive}

@data
'He should get a downgrade',negative
'First ever 84 rated non-rare!',neutral
'Welcome to Besiktas!',neutral
'Nice Starter',positive
'Welcome to Bayern',neutral
'Loved his cards through the years looks like he will be good for the 1st few months at least',positive
Gg,positive
'Err what?',neutral
'i can\'t believe,,, again non rare',neutral
'Should have been 85 at least',negative
'He will be so expensive in the first weeks',neutral
'Welcome to Monaco!!',neutral
'Whyâ€™s he non rare?',neutral
'rip fifa 16 Bruno owners',neutral
'Oh this ***y goddess is back.. yes ik that was sus',positive
'Bruno is that you?',neutral
'Cant wait for his flashback card!',neutral
Underrated.,positive
'FIFA 20 dead',neutral
'at least an 86 looking at those stats and other 86 rated players',positive
'Iâ€™m fully convinced now that EA donâ€™t watch football',neutral
'Cut in to the left and fitness shot with left foot= GOALLEGEND is back',positive
'0 composure noice',neutral
'Same as in fifa20, good starter CB for Ligue a nd French Teams.',positive
'If he has 4* Weakfoot, this card will be very insane like FIFA 18 ',positive
'44 shooting and 5* weak foot? This means he will at least shoot as equally bad with both feet!',negative
'should be a non-rare Right Back...',negative
'5* WF in FIFA 10 lol',neutral
'I hate ea. I think he played well at right back. But ea just f u c k it up',negative
'Downgrade after future stars? EA don\'t watch football',negative
'How tf did he get a downgrade, It makes no f sense',negative
'Can\'t wait for a flashback card',neutral
'Incoming Fut Birthday card with boosted Pace and 5* weak foot.',positive
'Wtf, I thought he was like 18... he\'s 25????',neutral
'extending this dude but letting Thiago go...',neutral
'I don\'t understand this downgrade',negative
'He plays as right back',neutral
'79 ? what a joke, and he should be CDM  ',negative
'This guy will be in everyone\'s starter squad',positive
'still looks good for starter teams',positive
'Solid for a startet team',positive
'Look how they massacred my boy...',negative
'better than',positive
'Minus 3 is just incredibly harsh',negative
'king is back',positive
Downgrade?,negative
'new meta',positive
'My hero. One of the greatest goalkeeper of the modern era, who only improved with age. I miss the United/Chelsea battles of 2009/2010/2011. Good times, so many wonderful players',positive
'Faster than gnabry wtf',positive
'Gonna be a beast for starter squads',positive
'once klopp leaves liverpool, everyone is going to see how absolute dog sh*t him and Trent are. So overrated ',negative
'Lewandowski is the most overrated player of all time',negative
'look how they massacred my boy',negative
'Best looking 83 card Iâ€™ve ever seen',positive
'sm 4 wf 5 new ffs meta...',positive
'42 PHY... even if he got some informs, will have **** stamina, so probably unusable (sorry for bad english)',negative
'He needed upgrade ea, he played class',positive
'deserves much more',negative
'underrated irl',positive
'stupid to be downgraded, man was decent last season',negative
'79 would be hard, but deserved',positive
'The greatest footballer of all time.',positive
'Phil Jones is still untouchable',positive
'Literally no one cares about this guy.',negative
'Not giving him at least an 85, after the season he had, in my eyes, is just plain disrespectful.',positive
'So happy he is back :)',positive
Goat,positive
'ridiculous!',negative
'You know it\'s bad when Serge Aurier getting an upgrade isn\'t even close to being the worst rating choice EA have made for FIFA 21',negative
'Beast from Icon Swaps last year... hope heÂ´ll be that good again',positive
'This man won the football writers player of the year award and came second in the PFA POTY award behind only KDB. Actually crazy that people think an 86 is too high for him. Fair enough if people think Thiago deserves higher than 85 I agree but donâ€™t take it out on Henderson. Such a bandwagon against Henderson itâ€™s ridiculous.',negative
'So ***y definitely going Iâ€™m started team',positive
'This stats an absolute joke',negative
'So much better than immobile.',positive
'Yess, gonna be decent, since hes finally a CM',positive
'They make AgÃ¼ero bad because of his pace stat',negative
'Disrespect :\\',negative
'why non rare and whats with all these pace downgrades',negative
'Still a good card, its just the overall Rating but that doesnt mean much tbh. Give him a Special Card and fine, you even can play him as a starter for serie a Team, along side Players like Rebic.',positive
'Cheap bundesliga version of TAA, both are better as cm ig imo, very well rounded cards',positive
'What a card',positive
'I think a small pace downgrade is deserved. Don\'t get me wrong, he\'s very fast but not like 90+ pace. I would give him something like 91 acceleration and 87 sprint speed. So maybe 88-89 pace but never ever 82. Plus I think his overall should be 86.',negative
'less shooting than sterling',negative
'He CAN be the most op cm sorry...',positive
'Set your mind free it\'s the year of Sommer!',positive
'Fernandinho was my cdm the whole year, he\'s such a beast. shame that he got a downgrade and position change',negative
'Deserves more AF',negative
'EA is hating chelsea players WTF',negative
'The best',positive
'85 rating is good, since he\'s going to be a OTW and he\'s going to get a lot of upgrades and special cards. 85 makes his otw actually affordable ',positive
'83? should be 99',negative
'Disrespect. He really deserved his 86. **** EA.',negative
'hes better playing as a CAM',positive
'Nice pace upgrade looks playable',positive
'Yo wtf, this dude deserves at least 86/87. ',negative
'Probably the best performing CB in the league',positive
'PSG wins domestic quadruple and makes it to their first ever CL final... everyones downgraded....? just...',negative
'Give him a hunter chemistry style and that\'s it. I don\'t understand this rating either, but I would just deal with it the best way possible. His Shooting is good, he can take a hunter pace boost and everything\'s fine. With a hunter he has 95 positioning, 90 finishing, 99 acceleration and 86 sprint speed, that equals 93 pace',positive
'I think its a fair card. He\'s pace could be higher, maybe like 88 acceleration with 85 sprint speed. So maybe like 87 pace. The other stats are fine, of course 74 shooting or 81 passing seems not high enough but if you check his ingame stats its fair. 87 vision, 88 short passing, 83 positioning etc. ',positive
'Drgreenthumbb, It could be great with Joe Gomez or s/one higher than Thiago Silva cause this year probably will be back the aerial game',positive
goat,positive
'Amazing stats',positive
'better finisher than douglas costa',positive
'Should have more pace. And no I\'m not talking about that Dembele thing, cuz dembele was back from an injury. This guy can actually run really fast, but doesn\'t always necessarily need it!',negative
'Get in to my starter team u BEAST AMERICAN',positive
'done him dirty',negative
'This is an actual joke EA. Best player in the championship last year, just made his England Debut. EA\'s having a laugh',negative
'this guy will continue to annoying us in fut 21',positive
'Nice card probably going in to my team if not too expansive',positive
'The disrespect...',negative
'Yay I was gonna use him but he isnâ€™t gonna have good enough composure or reactions',negative
'man,i feel bad for him, he won cl, world cup just to get absolute ****ty card in fifa... but i still love him in real life :))',negative
'perfect for my 3-5-2',positive
'card look like a OP 83 rated card and never like a 87',positive
'had a breakout season and gets this, bruh',negative
'should be at least 80 rated',negative
'I genuinely dont get it how u can be this wrong with a rating. It obvius that he was our best defender last season and one of the best in europe. 84 Rating is not even close, even an 86 would ve been horribly wrong but this ****....this **** doenst make sense',negative
'i remember him in my fut 20 starter squad he did good',positive
'great card',positive
'Milan fan here, but he should be at least 82',negative
'Should be higher rated imo :)',negative
'His moments last year was insane!',positive
'insanely talented just needs to work on his shooting',positive
'Underrated ingame',positive
'the one and only bayern player EA not ruined',positive
'looks unusable unfortunately',negative
'great player',positive
Slow,negative
'ffs I was planning on using this guy in my starter team',positive
'This card is 5 ratings lower than what it should be.',negative
'Bruh EA killed pace this year',negative
'underrated player',positive
'His heading accuracy must be 99 ...',negative
Unusable,negative
'Good attacker',positive
'deserved 86',negative
'People always says he deserve rating like this, well there you go. The problem ain\'t the rating, it is about the stats, and to a lot of cards it is the same. This card is pointless.',negative
'they transferred witsel\'s pace to brandt\'s defending',negative
'Slaughtered his pace, now only good for fodder ngl',negative
'The disrespect from EA...',negative
'i don\'t know how he only has 67 pace',negative
'I think he should be at least 77',negative
'no upgrade? WOW',negative
'49 Sliding Tackle kills the card',negative
'this is a disgrace',negative
'Absolute baller, deserves much more pace',negative
'No way in hell he is faster than Gnabry and Sancho',negative
'he deserves 89 rate and 90 on shooting',negative
'THIS CANNOT BE REAL... HOW TF IS UPA STILL 79?!?!?!',negative
'Faster than Gnabry, Sancho... nvm ea',negative
'Deserved downgrade!',negative
'This is such a joke? he should literally be playing sunday league football. And he is also higher than thiago. Only liverpool bandwagons respect this card.',negative
'no reason for this upgrade.',negative
'EA gave this guy a 93 overall card last year has he carried Leipzig... 79 seems deserving',negative
'derserved card but wtf ea how does he go from 60 pace to faster than gnabry and sancho',negative
'His rating should be higher in my opinion, but EA likes to do Bayern players dirty.',negative
'He deserved 83, but even 81 would be decent. Come on EA!',negative
'Deserved rating but unfair stats upgrade. Needs around 90 pace',negative
'only 79?',negative
'Too high',negative
Overrated.,negative
'BIG flop',negative
'still unusable rip',negative
'hes unusable ngl',negative
undeserved,negative
unusable,negative
'Worst player of Juve this seasonAbsolutelyÂ clown!',negative
overrated,negative
'robbed!!!!!! should be gold',negative
'I mean this is just disrespectful',negative
'worst version of adam traore',negative
'height undeserved',negative
overrated,negative
'Why so low rated?',negative
'Well he sucks.',negative
'Overrated, only had 1 good season (his CL run)',negative
'Deserved a downgrade ffs',negative
'absolutely disgraceful. Should\'ve been upgraded he was Newcastle\'s top scorer in all comps and he wasn\'t even playing his proper position.',negative
unusable,negative
'slap a shadow and you can discard him faster',negative
'Slower then my Gym Coaches Nan',negative
'when the hell did douglas costa get that finishing upgrade ?',negative
'Downgrade? Absolute joke',negative
'deserved 93 or more',negative
'Overrated, witsel is better and has only 84 wtf',negative
overrated,negative
'85 rating is good, since he\'s going to be a OTW and he\'s going to get a lot of upgrades and special cards. 85 makes his otw actually affordable',positive
'Amazing stats',positive
'This guy was AMAZING on Fifa 20 career mode, hope he is just as good this year. Might try him on FUT too now.',positive
'The Goat',positive
'great player for the firts mounth of the game',positive
ok,positive
'Man U legend',positive
Finally!,positive
'Best player ever',positive
'Hottest fotballer alive, no cap!',positive
'perfect Cam',positive
'Nice upgrade',positive
'Looks so good!',positive
'Legend forever',positive
'What a beast at Cdm even CB',positive
'Amazing card',positive
'There is only one king',positive
'The king is back!',positive
goat,positive
'Beautiful CDM for the first months.',positive
'one of the best of all time',positive
'Liverpool legend',positive
'good for a starter team',positive
'Im gonna use him next to Iniesta, legends unite again...',positive
'I would use this in my fifa 20 squad right now',positive
'Real madrid LEGEND',positive
'The goat',positive
'Man, i want a serie a team. And i want him',positive
'nice card',positive
'THIS CARD LOOKS INSANE',positive
Legend!!,positive
'the king is back!',positive
great!!!!,positive
'get in my team',positive
wow,positive
'great cdm',positive
'nice wig',positive
'He\'s the goat.',positive
'Sevilla legend!',positive
'looks good',positive
'Nice goal in the MLS is back Tournament!',positive
'So well rounded',positive
GOAT,positive
'damn looks insane actually',positive
'my legend!',positive
'This man is one of the greatest CB\'s of all time... one of only 3 players to win PL player of the season twice (Henry and  being the others). Lukaku must be right, they are surely trying to generate attention, by outraging fans, with bad ratings. Either that or this is just more of what EA have done to United, Bayern and Arsenal this year. Tanking their player ratings, because they signed with PES. They really must have really ****ed off some people at EA, but surely an icon like Vidic get, who doesn\'t even play for United anymore, wouldn\'t be affected by that, would he?',positive
'Absolute legend. Remember guys if you\'re getting FIFA 21, play to have fun with players you admire. Let\'s bring the \'friendly fun\' back to the game.',positive
'Damn the king is here',positive
BEAST,positive
'good for my starter.... oh wait :)))',positive
'Greatest LB in the Premier League in his time. 89 Prime Icon?! EA just love French players',positive
'Nonrare legend',positive
'What a legend, I honestly can\'t wait to see him in the league next season, and he\'ll spice up the Spurs do***entary even more!',positive
'welcome to my concept dream squad',positive
Legend,positive
'i want him in icon swaps',positive
legend,positive
'Pretty nice card ngl',positive
'Kudus in Indonesian mean Holy. So this is holy card.',positive
'Great first day card!',positive
wow,positive
yes,positive
cool,positive
'The greatest 10 in Premier league history.',positive
'The return of the BEAST',positive
'The king has returned.',positive
'will be a beast in the future',positive
GOD!!!,positive
'legendary hair',positive
Legend,positive
'o god',positive
'Great starter',positive
GOAT,positive
'Better than Pogba atm',positive
'Hello legend',positive
'4* SKILLS IM SO HAPPY',positive
'The King has returned to take back his throne.',positive
'I like what I see',positive
'holy moly what a card',positive
'THE GOD',positive
'FIFA 14 LEGEND',positive
'hes going in my starter squad',positive
'BABY GULLIT gang!!!',positive
'Best Uruguayan player in laliga.',positive
'The best scottish LB from the prem',positive
'Starter squad beast',positive
'great link to salvio',positive
'Nice link with Maregod',positive
'good starter for the linkt with malen',positive
'Cant wait to el-tornado cross with him',positive
'Swansea legend!',positive
'Finally the stamina he deserves',positive
'nice starter card tbf',positive
'Yes yes yes yes yes!!!!',positive
'Come and link next to your brother Militao <3',positive
'Looks fine',positive
Nice,positive
'Looks like a beast 88 finishing!',positive
'Nice link to Nacho',positive
'Starter team for sure.',positive
'He is back <3',positive
'Top player',positive
'The Notorious One, The Champ Champ.',positive
'LINK TO MACKAY THE GOAT',positive
'He can be beast',positive
'will be beast in a starting squad',positive
'Best Super League GK',positive
'Best LB',positive
'What a card!',positive
'My hero<3',positive
'Best pl cb in the history change my mindWelcome ma boyy <3',positive
'Magician <3',positive
'76. he\'s a beast',positive
'The Beast',positive
'Best player in Inter Miami HiguaÃ­n sucks donkey balls',positive
Legend,positive
'First of many',positive
'can already see him popping out of my rare mega packs',neutral
'Can somebody tell me how to reply to comments?',neutral
'him or vardy?',neutral
'50 million down the drain...',neutral
'Bro I\'m telling you, Eredivisie is the move!',positive
'he has 76 pace',neutral
'I feel sarri for Liverpool',neutral
'how much will he be?',neutral
'Mallorca days',neutral
cr8,neutral
'-3? Ea r u mad?',negative
'price prediction??',neutral
'This guy is the Algerian Mahrez.',neutral
'The only thing in the world that is recommended by 10 dentists out of 10',positive
'I can only find him under roman?!',neutral
'IÃ¢â‚¬â„¢m a really fan of Arjen Robben. I made a story of Arjen Robben. Its Dutch but is a really nice video! Yt: Rickergie',neutral
'50 goals in 5 years',neutral
'79 finishing? 80 long shots?',neutral
'English Football Fans = big Clowns',neutral
'Price prediction?',neutral
'Loftus ass footballer',neutral
'Same rating as Fred yeah okay',neutral
'Him and Everton 451',neutral
'91 CB with Anchor..',neutral
'As the legend kimi raikkonen would say: FOR WHAT',neutral
'Lmao ea is a joke',negative
trippleFckuea,negative
'No Thomas no Partey',neutral
'where are the GK stats?',neutral
'Can they add the full database',neutral
'Volleys lol',neutral
'MIDDLE MAMMUUUT',neutral
'imagine his flashback card',neutral
'Scream team predictions',neutral
'28M market value and a 78 Rating, how?',neutral
250-275k,neutral
'How much will he cost?',neutral
'who are you and what have you done to the BrazilianElkeson',neutral
Price,neutral
'when she asks you what you wanna see',neutral
'His name is Ciro',neutral
'Player with most shot power. Cant wait to use my bootleg Roberto Carlos',positive
'My man',positive
'Honestly, this man was amazing! One of my heroes',positive
'he actually  seems playable',positive
'the legend, the myth himself',positive
'Nice card',positive
'completely deserved, even 83/84',positive
Machine,positive
'actually it\'s a decent card',positive
'HeÃ¢â‚¬â„¢s rapid',positive
'This guy never had a Red Card. One reason more to love him',positive
'My love of Fifa 20. Impressive card for the first few months',positive
'MAICON I LOVE YOUR SEXY BALD HEAD YOU BEAST',positive
'been in my starter team since fifa 17 love him',positive
'YOU NEVER DISAPPOINT DE PAULA I LOVE YOU',positive
'I love this guy he shaved all the mothers in Fut Champions',positive
'I love this guy he shaved all the mothers in Fut Champions and that was the best striker in Fifa 20 #99iconmoments',positive
'I love this guy, my grandpa used to play with him',positive
'I LOVE YPU SO MUCHHH',positive
'love to see hes the only one in my dream squad that has no stats...',positive
'My grabdfather met this beast , im proud',positive
'Cheap beast',positive
Beasttt,positive
'He looks like a beast again.',positive
'This guy will be my CAM in FIFA 21, such a well rounded beast.',positive
'the king of 81',positive
'imbula is the best player',positive
'the beast makes it 2-1!!!',positive
'beast probably would be good with a sniper',positive
'career mode beast',positive
'can\'t wait to get this beast in fifa 21',positive
'We need icon sbcs like fifa 19 so I can use this beast again',positive
'This guy is such a BEAST he feels faster than adama Traore in game and his foot is like Fucking aimbot',positive
'fifa 18 beast',positive
'like king cantona is the goat',positive
'looks like a good attacking CM',positive
'THE EGYPTIAN KING',positive
'The king!!!',positive
'King Kenny',positive
'King Cantona The king of kings',positive
'goodbye my king, you will always have a place in my heart',positive
'The fucking king',positive
'Yasssss the King is back at Inter. His defense,physis and passing oh my good, so dope ,and the even has decent shooting,dribble and allright pace. Def gonna be in my Belgium lads squad.',positive
'Insane player!! FIFA 20 career mode sick',positive
'The king is here',positive
'The King will be back in my Team',positive
'Balotelli... AGUEROOOOOOOOOOOO My favourite player of all time <333Hopefully, when he gets back from injury, he will play insane like always.',positive
'Insane CB',positive
'Totw 1 will be insane',positive
'insane performance good job jamie',positive
'he was great',positive
Insane,positive
'Deadeye and heâ€™s insane',positive
'With a catalyst he looks insane',positive
'looks insane with hawk',positive
'Insane on CM',positive
'Insane card',positive
'Thats some insane stats for a silver card',positive
'this card with deadeye looks seriously insane. with stats like that even the 3* wf won\'t be too bad for the first couple of months before broken cards get released',positive
Legenda!!,positive
GOAT,positive
'the legend, the myth himself',positive
'Best of history no debate.',positive
'best Irish player ever',positive
'One of the best keepers in the prem, incredibly underrated. There was no reason to downgrade him.',positive
'definitely gonna pick him up this year, used him and he was definitely one of the best players i tried, and if pace really doesnâ€™t matter this year he stands more of a chance',positive
'Best of history no debate.',positive
'best fifa CM of all time',positive
'imbula is the best player',positive
'Oh,oh,oh fernandes BRUNOOO, hes Portuguese he will score goals hes magic BRUNOOOOO, the best midfielder since since paul scholes.',positive
'Gonna be the best LB in the league this season',positive
'Best Tottenham player',positive
'Best left back in the world',positive
'Best right back in the game',positive
'Roooooooonaldo is the best ever. GOAT',positive
'My best player of all time',positive
'With shadow... best.',positive
'Best European player ever',positive
GOAT,positive
'His moments was the best defender in the game',positive
'This guys moments was the best centre back in the game',positive
'The world best',positive
'This guys moments was the best centre back in the game',positive
'Best IV in turkey and Croatia',positive
'The best Goalkeeper in Fifa and Besiktas',positive
'Best defender of all time',positive
'Best right back in liga nos',positive
'Great card',positive
'been in my starter team since fifa 17 love him',positive
'Nice card',positive
'With iniesta the best 8 ever. (From the Football Iâ€™ve seen)',positive
'Best Player in sÃ¼per lig',positive
'The greatest player of all time',positive
'Great player as CAM',positive
'greatest gk of all time',positive
'Every year one of the best basic cards in the game. Gonna be a great cam',positive
'great for a starter squad',positive
'This guy is an absolute great player! He can score hole in ones so easily!',positive
'he can play anywhere',positive
'Great Season, letâ€™s be honest guys.',positive
'Such a great card. In FUT 20 he was used right up until TOTS. Great agility, balance and finishing. All you need in a striker',positive
Beast,positive
'Best prem player ever',positive
'Probably the greatest teenage talent ever. He could have been the GOAT without injuries....and he\'s the only player ever to play for both Real Madrid/Barcelona and both Milan/Inter without being called a snake. Respect.',positive
'GREAT CDM',positive
'great link with Liverpool',positive
'great impact last season',positive
'Great starter left back',positive
'I have high hopes for him. Great player!',positive
'Great card',positive
'Incredible cb with anchor, link to gomez',positive
'This guy looks incredible with a sniper. Just hope heâ€™s not too expensive...',positive
'Incredible with sniper',positive
'Since fifa 15 forever in my team, incredible LW. Love u YALA.',positive
'Incredible stats',positive
'This guy is absolutely incredible irl',positive
'I donâ€™t know why but for me this card Looks incredible',positive
'Fair rating, he was incredible against Besiktas',positive
'the incredible',positive
'this guy is incredible ingame',positive
'incredible card, feel like he\'s going to be in my team for a long time. reminds me of Kante just taller',positive
'Incredible Card, better than any other in the league right now',positive
'Bought him,heâ€™s so good wow',positive
'he\'s so good in game wow',positive
'Wow what a monster card this year',positive
'Lol I packed him from prime electrum players woowoww and tradable',positive
'Wow he is fantastic',positive
'Wow, I used him in game and heâ€™s class',positive
Wow,positive
'wow very grate player in game. Trust me',positive
wow,positive
wow,positive
'Wow I was not expecting him to be such a beast in game! One of the best cams in game. He feels quick on the ball and the ball stays on his feet. Go with hunter/hawk on him. He will go up for sure just before the first fut champs.',positive
'just wow',positive
'He\'s crazy in game wow 21 games 41 goals and 14 assists',positive
'Wow what a beast! His passing into the open space and his finesse shots are amazing! I have him at CAM, with Jota and Pepe beside him and Havertz up top.. I think heâ€™ll increase by a decent amount upon his release. The WF sucks obviously but you know this before buying him so just work around it',positive
'Wow this card is a beast! Wand of a left boot',positive
'WOW this guy is INSANE!! first time that a player make so many goals in my fifa history. 31 match 54 goals!! gonna keep him for long....',positive
'defending stats wow better then casemiro',positive
'Wow. He is so good!',positive
'Im so hyped to play with his card today, damn!',positive
'This guy is insane',positive
'He is back <3',positive
'My hero<3',positive
'Love u',positive
'I love you.',positive
'my Favoriten icon for icon swaps love  this guy',positive
'Love you chris',positive
'I love this man',positive
'I love you andy',positive
'Lovely boy',positive
'I love this man',positive
'I fell in love with his smile',positive
'we love Maxime',positive
'Greatest English player',positive
'great cb for the first starter team',positive
'He Will be great',positive
'Great starter cb',positive
'great debut!!',positive
'Tbf this is a great starter card',positive
'Greatest manager of all time no cap',positive
'Great player',positive
'Looks great for an early cm',positive
'slap a hunter on him and heâ€™s a great cam!',positive
'Great duo with malong and dickmann',positive
'Great starter card',positive
'What a Great gk',positive
'great CDM!',positive
'Great goal',positive
'shadow on him and hes a great starter cb',positive
'Great player',positive
'great link with saka',positive
'Great investment',positive
'Great for laliga squads, because he changed to granada',positive
'Great CDC',positive
'Great card for starter squad',positive
'Beast at CAM',positive
'He is a beast',positive
'He is a beast!',positive
'BEAST! Have All traits!',positive
Beast,positive
'This guy is a absolute beast for me him and sule are op',positive
BEAST!,positive
'Beast CB',positive
'What a beast',positive
'196cm with 83 jumping and 89 strength, he is a beast',positive
'He is a beast !',positive
Beast,positive
'absolute beast in fifa 20... 1k games 1.1k goals, can\'t wait to try him in fifa 21',positive
'Absolute beast',positive
'Fucking beast for WL',positive
'this guy is incredible ingame',positive
'i have used him for 5 games now and he\'s much better than alaba he\'s just incredible',positive
'Incredible Card, better than any other in the league right now',positive
'This guy is incredible',positive
'OMFG, hes incredible in game, feels like kante.',positive
'Him and haaland incredible attack',positive
'Best player i have used. He is so responsive and fast. He will go up in price when people realise how incredible he is.',positive
'Mane is incredible',positive
'This card is incredible, extremely quick, agile and has a very clinical finish',positive
'40 gol in 25 games, division 4. INCREDIBLE',positive
'Havenâ€™t tried Ter-Stegen this year, but this guy has been incredible! Always there to save!',positive
'this guy is incredible in game',positive
'This guy is so incredible for me. He always get the highest rating and the most successful passes of my team after a match. He can dribble, pass, and defend, it is just really funny to play with him.',positive
'this guy is a goal machine , his timing when to make a run is hilariously good and the positioning is incrediblebetter than  because of his wk foot is too good',positive
'Incredible player slap hunter and you have an amazing player',positive
'What a player with finisher. Incredible for the beginning, omg',positive
'He is incredible the best rb i have used so far. He allways catches his opponents and you can jockey with him super super good even though the balance and agility are a bit low. He wins 99\% of the tackles he makes easily the best rb on that.',positive
'OP like last year incredible player BEAST!!!!',positive
'This guy fits the meta so well. Incredible price for how good he is.',positive
'What a Beast',positive
'He is actually really good',positive
'I’m in love',positive
'Was a beast last season',positive
'Insane Beast',positive
'Perfect starter LB.',positive
'best gold card in fifa 21',positive
'He is phenomenal',positive
'very good on striker, try him out guys',positive
'Gooooood guy',positive
'beast with hunter at cam, 3 games 4 goals and 3 assists',positive
'he is so good',positive
'the real goat',positive
'beast for WL',positive
'engine chem style damn',neutral
'When the seagulls follow the trawler',neutral
'flop incoming',negative
'Puskas award winner 2020',neutral
'Most confused player',neutral
'still cant believe inzaghi was added to fifa before Puskas',neutral
'welcome to olympiacos',neutral
'Oi oi lads',neutral
'Price prediction ?',neutral
'Wait it\'s Fifa 21 already?',neutral
'sniper or marksman?',neutral
'rip crystal palace fans',neutral
'we meet again',neutral
gkj,neutral
'price prediction??',neutral
'price prediction? 100K? or more',neutral
Hi,neutral
'price prediction?',neutral
'Price at the start of fifa 21?',neutral
'is he good with hunter?',neutral
'best position and price prediction?',neutral
Ofickos,neutral
'Price prediction?',neutral
'price prediction!?',neutral
'max 10k am i right?',neutral
'what\'s up with the blue hair?',neutral
'osimhen, take me by the hand',positive
j,neutral
'Only israel',neutral
'price prediction?',neutral
'Price predictions?',neutral
'girls: Boys donâ€™t know real pain. Also boys:',neutral
'chem style for cm?',neutral
'Pray 4 LM -> LWB objects',neutral
'What is he gonna cost? 5-10k?',neutral
'Him + portu',neutral
'is better with hunter or sniper?',neutral
'honest price prediction guys? I reckon 90-110k for first 3 weeks',neutral
'Price predictions',neutral
'price prediction??',neutral
'Him or Coutinho? Pace & Physical or Dribbling & Skills?',neutral
'price prediction?',neutral
'just leave the ball to the gk man',neutral
'price at the start?',neutral
'Myke towers is that you?',neutral
'You searched gay',neutral
'The Brazilian saint max',neutral
'Price predection?',neutral
'shhhhh dont tell anyone',neutral
'Change his name for the money',neutral
'Why no club?',neutral
'viva chile ctm',neutral
'Him + Uribe',neutral
'price prediction??',neutral
'Made in Cotia',neutral
Adama?,neutral
first,neutral
'Headliners Sanson?',neutral
'Good CB with engineer chemistry style',positive
'good',positive
'Ochoa left de chat',neutral
'Good starter player',positive
1st,neutral
'Him plus acheampong',neutral
first,neutral
hmm,neutral
'price prediction!?',neutral
'Estimated price?',neutral
'price predict?',neutral
'Deserves more pace',negative
'Not a card for me',negative
'over rated player',negative
'too over rated',negative
'Stupid upgrade',negative
'4 star weak foot deserved',negative
'They just massacred my boy',negative
'What a flop already',negative
'He deserved 92',negative
'overrated in my opinion',negative
'Why no upgrade',negative
'hes not good',negative
'Should be 89',negative
'Deserved 5* skills',negative
'79 pace is a joke',negative
'Way to overrated',negative
'is a joke',negative
'More aggression needed',negative
Overrated,negative
'Should be better',negative
'Low low',negative
'What a bad player',negative
'50 in pace Max. He is slow and bad he couldnt even warm the bench in Bayern.',negative
'Barnes better',negative
overrated,negative
'another overated English player',negative
'I feel bad for this guy. Bayern ruined his career. They should have let him develop for another 2 tears before buying him.',negative
'The disrespect ea did to him',negative
'That is pathetic he should be 81+',negative
'Heâ€™s fat',negative
'Ea need to upgrade this man',negative
'Stats are a joke',negative
'should be 94 and balance 87',negative
'really bad',negative
'he\'s gonna be so heavy on the ball',negative
'His sprint speed shouldnâ€™t be that low',negative
'Should be 84 at least',negative
'No 5* skill moves, unusable',negative
'Compare him to llorente. Just a few stats worse than him.',negative
'Worst transfer ever',negative
'worst 86 card ever',negative
'he deserved min 88',negative
'His 95 card is horrible',negative
'worst finishing then gold costa',negative
'This looks so weird',negative
'Should be 92-93',negative
'-7! Are you mad!',negative
'Pace 74? What a joke',negative
'Unuseable now',negative
'his shooting should be much better',negative
Trash,negative
'This dude was insane this season, EA did this man dirty',negative
'Robben Robbed',negative
'That was a joke',negative
'Great baller but doesn\'t deserve 5 star skills moves',negative
'He deserved a downgrade!',negative
'Sooooo overrated',negative
'72 pace is an absolute joke. min 85',negative
'No way his 96 max 93-94',negative
'We all dislike this card',negative
'Too slow imo',negative
'what a joke, why downgrade?',negative
'He dont need another card',negative
'Deserves 86 at LEAST with those stats, and MINIMUM 4* weakfoot.',negative
'ea did him dirty',negative
'He has 79 more defending than he deserves',negative
'deseve better than 80',negative
'Worst finishing in fifa history',negative
'this is probably the worst rating this year',negative
'Worst player of the 21th we missed the first place bc of him',negative
'should be waaaaay faster',negative
'78 balance makes him unusable',negative
Overrated,negative
'unusable in fifa sadly',negative
'3*combo? Are Ea smoking? 4*combo is what he deserve.',negative
'emberassing what ea is doint with the pace',negative
'My man turned on the afterburners',negative
'Didnt deserve this much of a downgrade, 81/82 is fair',negative
'deserves an 82',negative
'too bad',negative
'deserved 80+pace',negative
'wrong height',negative
'As much as I like him, that 2 star wf is gonna hurt this card so badly',negative
'78 rated are you mad',negative
'Haha why did EA not do this to Kepa?',negative
'Deserves 80 , he will be worldclass',negative
'Gotta feel bad for him, hope he plays well this season.',negative
'Deserves 99 of passing',negative
'Deserved 80 ea......',negative
Joke!!!,negative
'Severely underrated player',negative
'No way he has 2 star sm',negative
'surely 73 pace is a mistake',negative
'downgrade undeserved',negative
'looool deserved a bigger downgrade',negative
'Too low imo',negative
'Overrated like every ajax player',negative
'He deserved a downgrade, should be 80',negative
'iâ€™m not disliking him bc i disagree with the rating, but bc of the sh*t jokes, and how bad he actually is.',negative
'Too bad he got transferred',negative
'2 gk in game before courtois , good animations for Neuer but he has a defect at fineese shots',negative
'80 Pace bad',negative
'He deserve 4*',negative
Disgraceful,negative
'Such a disrespect',negative
'Deserved an upgrade wtf',negative
'Donâ€™t see the point in this guy',negative
'HOLY SHIT',negative
'ea did him dirty with his pace',negative
'30 shot unusable',negative
'I already hate him',negative
'So overrated',negative
'terrible carta',negative
'Are you kidding me? He was just terrible last year',negative
'86 dribbling is disgrace.',negative
'Oh no',negative
